# unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec, execs_so_far
1440595608, 0, 1291, 11784, 11601, 2665, 86.98%, 44, 500, 5, 102.04, 13169593
1440595613, 0, 1291, 11785, 11602, 2665, 86.99%, 44, 500, 5, 101.79, 13170107
1440595618, 0, 1291, 11786, 11603, 2665, 86.99%, 44, 500, 5, 104.25, 13170629
1440595623, 0, 1291, 11788, 11605, 2665, 86.99%, 44, 500, 5, 107.79, 13171233
1440595628, 0, 1291, 11791, 11608, 2665, 87.00%, 44, 500, 5, 103.02, 13171743
1440595634, 0, 1291, 11792, 11609, 2665, 87.00%, 44, 500, 5, 101.81, 13172257
1440595639, 0, 1291, 11793, 11610, 2665, 87.00%, 44, 500, 5, 101.84, 13172775
1440595644, 0, 1291, 11794, 11611, 2665, 87.00%, 44, 500, 5, 102.03, 13173297
1440595649, 0, 1291, 11797, 11614, 2665, 87.01%, 44, 500, 5, 102.50, 13173816
1440595654, 0, 1291, 11798, 11615, 2665, 87.01%, 44, 500, 5, 102.30, 13174333
1440595659, 0, 1291, 11799, 11616, 2665, 87.01%, 44, 500, 5, 102.21, 13174851
1440595664, 0, 1291, 11802, 11619, 2665, 87.01%, 44, 500, 5, 108.14, 13175388
1440595669, 0, 1291, 11804, 11621, 2665, 87.02%, 44, 500, 5, 103.76, 13175905
1440595690, 0, 1291, 11806, 11623, 2665, 87.02%, 44, 500, 5, 135.88, 13178589
1440595695, 0, 1291, 11807, 11624, 2665, 87.03%, 44, 500, 5, 140.00, 13179319
1440595700, 0, 1291, 11809, 11626, 2665, 87.03%, 44, 500, 5, 136.04, 13180019
1440595705, 0, 1291, 11812, 11629, 2665, 87.04%, 44, 500, 5, 141.92, 13180739
1440595715, 0, 1291, 11813, 11630, 2665, 87.04%, 44, 500, 5, 140.44, 13182233
1440595720, 0, 1291, 11815, 11632, 2665, 87.05%, 44, 500, 5, 138.48, 13182953
1440595726, 0, 1291, 11816, 11633, 2665, 87.05%, 44, 500, 5, 144.02, 13183693
1440595731, 0, 1291, 11817, 11634, 2665, 87.06%, 44, 500, 5, 142.27, 13184427
1440595736, 0, 1291, 11819, 11636, 2665, 87.06%, 44, 500, 5, 137.64, 13185129
1440595741, 0, 1291, 11820, 11637, 2665, 87.06%, 44, 500, 5, 141.36, 13185833
1440595746, 0, 1291, 11821, 11638, 2665, 87.07%, 44, 500, 5, 141.15, 13186546
1440595751, 0, 1291, 11822, 11639, 2665, 87.07%, 44, 500, 5, 138.07, 13187247
1440595761, 0, 1291, 11823, 11640, 2665, 87.07%, 44, 500, 5, 141.43, 13188679
1440595771, 0, 1291, 11824, 11641, 2665, 87.08%, 44, 500, 5, 143.37, 13190163
1440595777, 0, 1291, 11826, 11643, 2665, 87.08%, 44, 500, 5, 142.97, 13190893
1440595782, 0, 1291, 11827, 11644, 2665, 87.08%, 44, 500, 5, 143.92, 13191607
1440595797, 0, 1291, 11828, 11645, 2665, 87.08%, 44, 500, 5, 135.13, 13193755
1440595802, 0, 1291, 11830, 11647, 2665, 87.09%, 44, 500, 5, 138.45, 13194473
1440595807, 0, 1291, 11831, 11648, 2665, 87.09%, 44, 500, 5, 135.98, 13195181
1440595818, 0, 1291, 11832, 11649, 2665, 87.09%, 44, 500, 5, 135.84, 13196585
1440595823, 0, 1291, 11835, 11652, 2665, 87.10%, 44, 500, 5, 133.20, 13197249
1440595828, 0, 1291, 11836, 11653, 2665, 87.10%, 44, 500, 5, 136.74, 13197971
1440595833, 0, 1291, 11837, 11654, 2665, 87.10%, 44, 500, 5, 138.66, 13198663
1440595838, 0, 1291, 11838, 11655, 2665, 87.11%, 44, 500, 5, 132.29, 13199319
1440595843, 0, 1291, 11842, 11659, 2665, 87.11%, 44, 500, 5, 132.42, 13200005
1440595848, 0, 1291, 11844, 11661, 2665, 87.12%, 44, 500, 5, 136.39, 13200709
1440595853, 0, 1291, 11845, 11662, 2665, 87.12%, 44, 500, 5, 132.48, 13201399
1440595858, 0, 1291, 11849, 11666, 2665, 87.13%, 44, 500, 5, 131.07, 13202047
1440595869, 0, 1291, 11851, 11668, 2665, 87.14%, 44, 500, 5, 137.15, 13203483
1440595874, 0, 1291, 11852, 11669, 2665, 87.14%, 44, 500, 5, 139.34, 13204175
1440595879, 0, 1291, 11853, 11670, 2665, 87.14%, 44, 500, 5, 138.38, 13204875
1440595884, 0, 1291, 11854, 11671, 2665, 87.14%, 44, 500, 5, 136.05, 13205583
1440595910, 0, 1291, 11856, 11673, 2665, 87.15%, 44, 500, 5, 131.82, 13209183
1440595915, 0, 1291, 11859, 11676, 2665, 87.15%, 44, 500, 5, 131.51, 13209858
1440595920, 0, 1291, 11860, 11677, 2665, 87.15%, 44, 500, 5, 137.46, 13210568
1440595931, 0, 1291, 11862, 11679, 2665, 87.16%, 44, 500, 5, 135.38, 13212003
1440595936, 0, 1291, 11863, 11680, 2665, 87.16%, 44, 500, 5, 116.87, 13212586
1440595946, 0, 1291, 11865, 11682, 2665, 87.16%, 44, 500, 5, 112.83, 13213718
1440595956, 0, 1291, 11866, 11683, 2665, 87.17%, 44, 500, 5, 121.40, 13214998
1440595966, 0, 1291, 11867, 11684, 2665, 87.17%, 44, 500, 5, 109.90, 13216254
1440595971, 0, 1291, 11868, 11685, 2665, 87.17%, 44, 500, 5, 135.89, 13217000
1440595977, 0, 1291, 11870, 11687, 2665, 87.17%, 44, 500, 5, 140.68, 13217727
1440595982, 0, 1291, 11871, 11688, 2665, 87.18%, 44, 500, 5, 141.15, 13218448
1440595992, 0, 1291, 11874, 11691, 2665, 87.44%, 44, 500, 5, 132.78, 13219808
1440596007, 0, 1291, 11875, 11692, 2665, 87.44%, 44, 500, 5, 137.56, 13221950
1440596013, 0, 1291, 11877, 11694, 2665, 87.44%, 44, 500, 5, 134.73, 13222650
1440596028, 0, 1291, 11878, 11695, 2665, 87.45%, 44, 500, 5, 137.87, 13224797
1440596033, 0, 1291, 11880, 11697, 2665, 87.45%, 44, 500, 5, 134.21, 13225484
1440596038, 0, 1291, 11881, 11698, 2665, 87.45%, 44, 500, 5, 136.94, 13226198
1440596043, 0, 1291, 11882, 11699, 2665, 87.45%, 44, 500, 5, 138.63, 13226918
1440596059, 0, 1291, 11883, 11700, 2665, 87.45%, 44, 500, 5, 139.24, 13228970
1440596064, 0, 1291, 11885, 11702, 2665, 87.46%, 44, 500, 5, 134.33, 13229664
1440596069, 0, 1291, 11887, 11704, 2665, 87.46%, 44, 500, 5, 136.03, 13230360
1440596074, 0, 1291, 11889, 11706, 2665, 87.47%, 44, 500, 5, 135.94, 13231046
1440596084, 0, 1291, 11890, 11707, 2665, 87.47%, 44, 500, 5, 135.31, 13232488
1440596094, 0, 1291, 11891, 11708, 2665, 87.47%, 44, 500, 5, 139.01, 13233934
1440596099, 0, 1291, 11892, 11709, 2665, 87.47%, 44, 500, 5, 143.22, 13234655
1440596104, 0, 1291, 11894, 11711, 2665, 87.48%, 44, 500, 5, 134.58, 13235334
1440596115, 0, 1291, 11896, 11713, 2665, 87.48%, 44, 500, 5, 140.14, 13236764
1440596125, 0, 1291, 11897, 11714, 2665, 87.48%, 44, 500, 5, 141.00, 13238184
1440596130, 0, 1291, 11899, 11716, 2665, 87.48%, 44, 500, 5, 139.54, 13238864
1440596135, 0, 1291, 11900, 11717, 2665, 87.48%, 44, 500, 5, 141.44, 13239610
1440596140, 0, 1291, 11901, 11718, 2665, 87.49%, 44, 500, 5, 142.83, 13240338
1440596145, 0, 1291, 11904, 11721, 2665, 87.49%, 44, 500, 5, 137.60, 13241056
1440596150, 0, 1291, 11905, 11722, 2665, 87.50%, 44, 500, 5, 139.96, 13241786
1440596156, 0, 1291, 11907, 11724, 2665, 87.50%, 44, 500, 5, 136.92, 13242484
1440596176, 0, 1291, 11910, 11727, 2665, 87.51%, 44, 500, 5, 139.76, 13245388
1440596182, 0, 1291, 11912, 11729, 2665, 87.51%, 44, 500, 5, 136.17, 13246082
1440596187, 0, 1291, 11914, 11731, 2665, 87.52%, 44, 500, 5, 138.72, 13246798
1440596192, 0, 1291, 11915, 11732, 2665, 87.52%, 44, 500, 5, 139.00, 13247535
1440596197, 0, 1291, 11917, 11734, 2665, 87.52%, 44, 500, 5, 137.31, 13248230
1440596207, 0, 1291, 11918, 11735, 2665, 87.52%, 44, 500, 5, 142.89, 13249664
1440596212, 0, 1291, 11921, 11738, 2665, 87.53%, 44, 500, 5, 138.76, 13250374
1440596218, 0, 1291, 11923, 11740, 2665, 87.53%, 44, 500, 5, 139.33, 13251074
1440596223, 0, 1291, 11924, 11741, 2665, 87.53%, 44, 500, 5, 138.71, 13251789
1440596233, 0, 1291, 11926, 11743, 2665, 87.54%, 44, 500, 5, 139.33, 13253208
1440596238, 0, 1291, 11929, 11746, 2665, 87.55%, 44, 500, 5, 136.78, 13253876
1440596243, 0, 1291, 11931, 11748, 2665, 87.55%, 44, 500, 5, 135.11, 13254568
1440596253, 0, 1291, 11932, 11749, 2665, 87.55%, 44, 500, 5, 138.04, 13255990
1440596259, 0, 1291, 11933, 11750, 2665, 87.55%, 44, 500, 5, 136.55, 13256704
1440596264, 0, 1291, 11934, 11751, 2665, 87.55%, 44, 500, 5, 139.42, 13257433
1440596274, 0, 1291, 11935, 11752, 2665, 87.55%, 44, 500, 5, 139.96, 13258874
1440596284, 0, 1291, 11937, 11754, 2665, 87.56%, 44, 500, 5, 137.12, 13260314
1440596295, 0, 1291, 11938, 11755, 2665, 87.56%, 44, 500, 5, 140.87, 13261790
1440596310, 0, 1291, 11940, 11757, 2665, 87.56%, 44, 500, 5, 139.10, 13263962
1440596320, 0, 1291, 11941, 11758, 2665, 87.57%, 44, 500, 5, 137.32, 13265404
1440596326, 0, 1291, 11942, 11759, 2665, 87.57%, 44, 500, 5, 138.05, 13266102
1440596336, 0, 1291, 11943, 11760, 2665, 87.57%, 44, 500, 5, 135.11, 13267502
1440596341, 0, 1291, 11944, 11761, 2665, 87.57%, 44, 500, 5, 134.79, 13268210
1440596351, 0, 1291, 11946, 11763, 2665, 87.57%, 44, 500, 5, 136.99, 13269634
1440596361, 0, 1291, 11948, 11765, 2665, 87.58%, 44, 500, 5, 141.15, 13271055
1440596372, 0, 1291, 11950, 11767, 2665, 87.58%, 44, 500, 5, 136.99, 13272495
1440596387, 0, 1291, 11952, 11769, 2665, 87.59%, 44, 500, 5, 138.38, 13274643
1440596397, 0, 1291, 11953, 11770, 2665, 87.59%, 44, 500, 5, 136.87, 13276089
1440596402, 0, 1291, 11955, 11772, 2665, 87.59%, 44, 500, 5, 138.55, 13276783
1440596413, 0, 1291, 11957, 11774, 2665, 87.60%, 44, 500, 5, 139.00, 13278229
1440596428, 0, 1291, 11959, 11776, 2665, 87.60%, 44, 500, 5, 136.38, 13280345
1440596433, 0, 1291, 11960, 11777, 2665, 87.60%, 44, 500, 5, 133.91, 13281022
1440596443, 0, 1291, 11961, 11778, 2665, 87.61%, 44, 500, 5, 137.91, 13282449
1440596453, 0, 1291, 11962, 11779, 2665, 87.61%, 44, 500, 5, 137.82, 13283884
1440596459, 0, 1291, 11963, 11780, 2665, 87.61%, 44, 500, 5, 137.63, 13284585
1440596464, 0, 1291, 11964, 11781, 2665, 87.62%, 44, 500, 5, 140.53, 13285320
1440596474, 0, 1291, 11965, 11782, 2665, 87.62%, 44, 500, 5, 141.73, 13286784
1440596490, 0, 1291, 11966, 11783, 2665, 87.62%, 44, 500, 5, 141.82, 13289032
1440596495, 0, 1291, 11968, 11785, 2665, 87.63%, 44, 500, 5, 135.21, 13289729
1440596505, 0, 1291, 11970, 11787, 2665, 87.63%, 44, 500, 5, 139.26, 13291198
1440596510, 0, 1291, 11971, 11788, 2665, 87.63%, 44, 500, 5, 141.22, 13291926
1440596521, 0, 1291, 11972, 11789, 2665, 87.63%, 44, 500, 5, 144.01, 13293418
1440596531, 0, 1291, 11973, 11790, 2665, 87.64%, 44, 500, 5, 140.84, 13294876
1440596536, 0, 1291, 11975, 11792, 2665, 87.65%, 44, 500, 5, 139.17, 13295602
1440596541, 0, 1291, 11976, 11793, 2665, 87.65%, 44, 500, 5, 139.56, 13296340
1440596552, 0, 1291, 11977, 11794, 2665, 87.65%, 44, 500, 5, 139.43, 13297802
1440596557, 0, 1291, 11979, 11796, 2665, 87.65%, 44, 500, 5, 136.94, 13298530
1440596572, 0, 1291, 11981, 11798, 2665, 87.66%, 44, 500, 5, 138.66, 13300724
1440596578, 0, 1291, 11982, 11799, 2665, 87.66%, 44, 500, 5, 142.29, 13301464
1440596588, 0, 1291, 11983, 11800, 2665, 87.66%, 44, 500, 5, 139.20, 13302920
1440596603, 0, 1291, 11985, 11802, 2665, 87.66%, 44, 500, 5, 140.22, 13305138
1440596609, 0, 1291, 11986, 11803, 2665, 87.67%, 44, 500, 5, 142.40, 13305866
1440596624, 0, 1291, 11989, 11806, 2665, 87.67%, 44, 500, 5, 134.75, 13308076
1440596629, 0, 1291, 11991, 11808, 2665, 87.68%, 44, 500, 5, 136.42, 13308790
1440596634, 0, 1291, 11993, 11810, 2665, 87.68%, 44, 500, 5, 135.40, 13309510
1440596640, 0, 1291, 11994, 11811, 2665, 87.69%, 44, 500, 5, 138.30, 13310222
1440596645, 0, 1291, 11997, 11814, 2665, 87.69%, 44, 500, 5, 133.19, 13310916
1440596650, 0, 1291, 11998, 11815, 2665, 87.69%, 44, 500, 5, 136.55, 13311624
1440596660, 0, 1291, 12000, 11817, 2665, 87.70%, 44, 500, 5, 133.66, 13313055
1440596665, 0, 1291, 12001, 11818, 2665, 87.70%, 44, 500, 5, 136.73, 13313760
1440596671, 0, 1291, 12003, 11820, 2665, 87.70%, 44, 500, 5, 135.90, 13314452
1440596676, 0, 1291, 12004, 11821, 2665, 87.70%, 44, 500, 5, 138.83, 13315154
1440596681, 0, 1291, 12005, 11822, 2665, 87.71%, 44, 500, 5, 141.13, 13315890
1440596686, 0, 1291, 12006, 11823, 2665, 87.71%, 44, 500, 5, 143.22, 13316630
1440596691, 0, 1291, 12007, 11824, 2665, 87.72%, 44, 500, 5, 141.54, 13317370
1440596696, 0, 1291, 12008, 11825, 2665, 87.72%, 44, 500, 5, 140.52, 13318106
1440596707, 0, 1291, 12010, 11827, 2665, 87.72%, 44, 500, 5, 134.20, 13319538
1440596712, 0, 1291, 12011, 11828, 2665, 87.72%, 44, 500, 5, 136.93, 13320228
1440596717, 0, 1291, 12012, 11829, 2665, 87.73%, 44, 500, 5, 137.02, 13320926
1440596732, 0, 1291, 12013, 11830, 2665, 87.73%, 44, 500, 5, 141.94, 13323155
1440596737, 0, 1291, 12015, 11832, 2665, 87.74%, 44, 500, 5, 140.68, 13323880
1440596743, 0, 1291, 12016, 11833, 2665, 87.74%, 44, 500, 5, 141.08, 13324600
1440596763, 0, 1291, 12018, 11835, 2665, 87.74%, 44, 500, 5, 139.08, 13327552
1440596784, 0, 1291, 12019, 11836, 2665, 87.75%, 44, 500, 5, 138.57, 13330482
1440596789, 0, 1291, 12020, 11837, 2665, 87.75%, 44, 500, 5, 138.36, 13331194
1440596800, 0, 1291, 12022, 11839, 2665, 87.75%, 44, 500, 5, 133.68, 13332626
1440596810, 0, 1291, 12023, 11840, 2665, 87.75%, 44, 500, 5, 141.76, 13334080
1440596820, 0, 1291, 12024, 11841, 2665, 87.75%, 44, 500, 5, 139.40, 13335547
1440596830, 0, 1291, 12025, 11842, 2665, 87.75%, 44, 500, 5, 137.76, 13336994
1440596846, 0, 1291, 12026, 11843, 2665, 87.76%, 44, 500, 5, 111.88, 13338863
1440596851, 0, 1291, 12027, 11844, 2665, 87.76%, 44, 500, 5, 113.09, 13339443
1440596856, 0, 1291, 12028, 11845, 2665, 87.76%, 44, 500, 5, 104.76, 13339996
1440596861, 0, 1291, 12029, 11846, 2665, 87.77%, 44, 500, 5, 123.90, 13340602
1440596866, 0, 1291, 12031, 11848, 2665, 87.77%, 44, 500, 5, 135.50, 13341328
1440596871, 0, 1291, 12035, 11852, 2665, 87.78%, 44, 500, 5, 134.34, 13342015
1440596892, 0, 1291, 12037, 11854, 2665, 87.78%, 44, 500, 5, 138.49, 13344984
1440596897, 0, 1305, 12039, 11855, 2667, 87.78%, 44, 500, 5, 131.11, 13345654
1440596943, 0, 1305, 12040, 11856, 2667, 87.78%, 44, 500, 5, 116.48, 13351150
1440597072, 0, 1305, 12041, 11857, 2667, 87.79%, 44, 500, 5, 168.84, 13367303
1440597082, 0, 1305, 12042, 11858, 2667, 87.79%, 44, 500, 5, 171.21, 13369101
1440597128, 0, 1305, 12043, 11859, 2667, 87.80%, 44, 500, 5, 174.11, 13377082
1440597138, 0, 1305, 12044, 11860, 2667, 87.80%, 44, 500, 5, 172.35, 13378847
1440597179, 0, 1305, 12045, 11861, 2667, 87.80%, 44, 500, 5, 178.66, 13385994
1440597184, 0, 1305, 12047, 11863, 2667, 87.81%, 44, 500, 5, 173.46, 13386870
1440597189, 0, 1305, 12048, 11864, 2667, 87.81%, 44, 500, 5, 174.96, 13387778
1440597291, 0, 1305, 12049, 11865, 2667, 87.81%, 44, 500, 5, 173.94, 13405787
1440597301, 0, 1305, 12051, 11867, 2667, 87.81%, 44, 500, 5, 174.06, 13407595
1440597322, 0, 1305, 12052, 11868, 2667, 87.81%, 44, 500, 5, 178.09, 13411223
1440597337, 0, 1305, 12053, 11869, 2667, 87.81%, 44, 500, 5, 176.19, 13413900
1440597342, 0, 1305, 12054, 11870, 2667, 87.81%, 44, 500, 5, 172.96, 13414783
1440597408, 0, 1305, 12055, 11871, 2667, 87.81%, 44, 500, 5, 176.88, 13426394
1440597439, 0, 1305, 12056, 11872, 2667, 87.82%, 44, 500, 5, 170.11, 13431750
1440597449, 0, 1305, 12057, 11873, 2667, 87.82%, 44, 500, 5, 173.69, 13433533
1440597484, 0, 1305, 12058, 11874, 2667, 87.83%, 44, 500, 5, 173.40, 13439756
1440597647, 0, 1305, 12059, 11875, 2667, 87.84%, 44, 500, 5, 163.32, 13468428
1440597652, 0, 1305, 12062, 11878, 2667, 87.86%, 44, 500, 5, 168.78, 13469303
1440597657, 0, 1305, 12063, 11879, 2667, 87.86%, 44, 500, 5, 171.99, 13470162
1440597672, 0, 1305, 12064, 11880, 2667, 87.86%, 44, 500, 5, 171.92, 13472830
1440597677, 0, 1305, 12066, 11882, 2667, 87.86%, 44, 500, 5, 159.36, 13473645
1440597723, 0, 1305, 12067, 11883, 2667, 87.86%, 44, 500, 5, 171.29, 13481668
1440597748, 0, 1305, 12068, 11884, 2667, 87.87%, 44, 500, 5, 157.33, 13485986
1440597764, 0, 1305, 12069, 11885, 2667, 87.87%, 44, 500, 5, 134.87, 13488046
1440597774, 0, 1305, 12070, 11886, 2667, 87.87%, 44, 500, 5, 173.03, 13489753
1440597790, 0, 1305, 12071, 11887, 2667, 87.87%, 44, 500, 5, 173.72, 13492505
1440597805, 0, 1305, 12073, 11889, 2667, 87.88%, 44, 500, 5, 175.74, 13495165
1440597820, 0, 1305, 12074, 11890, 2667, 87.88%, 44, 500, 5, 169.02, 13497812
1440597825, 0, 1305, 12075, 11891, 2667, 87.88%, 44, 500, 5, 174.77, 13498692
1440597851, 0, 1305, 12076, 11892, 2667, 87.88%, 44, 500, 5, 169.36, 13503184
1440597871, 0, 1305, 12077, 11893, 2667, 87.88%, 44, 500, 5, 170.90, 13506740
1440597876, 0, 1305, 12078, 11894, 2667, 87.89%, 44, 500, 5, 171.50, 13507641
1440597891, 0, 1305, 12079, 11895, 2667, 87.89%, 44, 500, 5, 175.53, 13510323
1440597907, 0, 1305, 12080, 11896, 2667, 87.89%, 44, 500, 5, 169.46, 13512973
1440597973, 0, 1305, 12081, 11897, 2667, 87.89%, 44, 500, 5, 169.38, 13524710
1440597983, 0, 1305, 12082, 11898, 2667, 87.89%, 44, 500, 5, 171.31, 13526490
1440597988, 0, 1309, 12082, 11897, 2656, 87.89%, 44, 500, 5, 128.79, 13527090
1440597993, 0, 1309, 12083, 11898, 2656, 87.89%, 44, 500, 5, 122.05, 13527686
1440598004, 0, 1309, 12084, 11899, 2656, 87.90%, 44, 500, 5, 117.56, 13528905
1440598029, 0, 1309, 12085, 11900, 2656, 87.90%, 44, 500, 5, 116.43, 13532039
1440598153, 0, 1309, 12086, 11901, 2656, 87.90%, 44, 500, 5, 170.56, 13547300
1440598214, 0, 1309, 12087, 11902, 2656, 87.91%, 44, 500, 5, 181.22, 13558296
1440598224, 0, 1309, 12089, 11904, 2656, 87.91%, 44, 500, 5, 173.61, 13560074
1440598235, 0, 1309, 12091, 11906, 2656, 87.92%, 44, 500, 5, 167.71, 13561852
1440598245, 0, 1309, 12092, 11907, 2656, 87.92%, 44, 500, 5, 172.82, 13563641
1440598275, 0, 1309, 12093, 11908, 2656, 87.92%, 44, 500, 5, 175.99, 13569094
1440598296, 0, 1309, 12094, 11909, 2656, 87.94%, 44, 500, 5, 174.04, 13572742
1440598337, 0, 1309, 12095, 11910, 2656, 87.94%, 44, 500, 5, 177.53, 13580069
1440598357, 0, 1309, 12096, 11911, 2656, 87.94%, 44, 500, 5, 183.24, 13583745
1440598362, 0, 1309, 12097, 11912, 2656, 87.94%, 44, 500, 5, 176.53, 13584631
1440598408, 0, 1309, 12098, 11913, 2656, 87.94%, 44, 500, 5, 173.98, 13592753
1440598418, 0, 1309, 12099, 11914, 2656, 87.94%, 44, 500, 5, 177.57, 13594575
1440598428, 0, 1309, 12100, 11915, 2656, 87.94%, 44, 500, 5, 173.84, 13596379
1440598438, 0, 1309, 12101, 11916, 2656, 87.94%, 44, 500, 5, 169.63, 13598129
1440598464, 0, 1309, 12102, 11917, 2656, 87.94%, 44, 500, 5, 178.96, 13602656
1440598469, 0, 1309, 12103, 11918, 2656, 87.95%, 44, 500, 5, 170.99, 13603507
1440598484, 0, 1309, 12104, 11919, 2656, 87.95%, 44, 500, 5, 171.61, 13606199
1440598509, 0, 1309, 12105, 11920, 2656, 87.95%, 44, 500, 5, 175.92, 13610754
1440598514, 0, 1309, 12107, 11922, 2656, 87.95%, 44, 500, 5, 166.41, 13611599
1440598520, 0, 1309, 12109, 11924, 2656, 87.96%, 44, 500, 5, 167.50, 13612447
1440598530, 0, 1309, 12110, 11925, 2656, 87.96%, 44, 500, 5, 177.92, 13614275
1440598535, 0, 1309, 12111, 11926, 2656, 87.96%, 44, 500, 5, 177.06, 13615194
1440598540, 0, 1309, 12112, 11927, 2656, 87.96%, 44, 500, 5, 174.57, 13616053
1440598571, 0, 1309, 12113, 11928, 2656, 87.96%, 44, 500, 5, 179.14, 13621536
1440598576, 0, 1309, 12114, 11929, 2656, 87.97%, 44, 500, 5, 170.46, 13622415
1440598586, 0, 1309, 12116, 11931, 2656, 87.97%, 44, 500, 5, 170.82, 13624235
1440598596, 0, 1309, 12117, 11932, 2656, 87.97%, 44, 500, 5, 176.06, 13626015
1440598601, 0, 1309, 12118, 11933, 2656, 87.98%, 44, 500, 5, 171.51, 13626868
1440598611, 0, 1309, 12120, 11935, 2656, 87.98%, 44, 500, 5, 171.05, 13628619
1440598642, 0, 1309, 12121, 11936, 2656, 87.98%, 44, 500, 5, 174.13, 13634083
1440598683, 0, 1309, 12123, 11938, 2656, 87.99%, 44, 500, 5, 168.66, 13640469
1440598703, 0, 1309, 12124, 11939, 2656, 87.99%, 44, 500, 5, 179.62, 13644121
1440598718, 0, 1309, 12125, 11940, 2656, 87.99%, 44, 500, 5, 179.81, 13646876
1440598724, 0, 1309, 12126, 11941, 2656, 87.99%, 44, 500, 5, 175.14, 13647762
1440598744, 0, 1309, 12127, 11942, 2656, 87.99%, 44, 500, 5, 174.74, 13651417
1440598770, 0, 1309, 12128, 11943, 2656, 88.00%, 44, 500, 5, 175.51, 13656032
1440598790, 0, 1309, 12129, 11944, 2656, 88.00%, 44, 500, 5, 175.11, 13659624
1440598805, 0, 1309, 12130, 11945, 2656, 88.00%, 44, 500, 5, 178.24, 13662301
1440598816, 0, 1309, 12132, 11947, 2656, 88.00%, 44, 500, 5, 172.93, 13664083
1440598836, 0, 1309, 12133, 11948, 2656, 88.00%, 44, 500, 5, 175.68, 13667735
1440598862, 0, 1309, 12134, 11949, 2656, 88.01%, 44, 500, 5, 175.52, 13672238
1440598882, 0, 1309, 12136, 11951, 2656, 88.01%, 44, 500, 5, 171.47, 13675778
1440598892, 0, 1309, 12137, 11952, 2656, 88.01%, 44, 500, 5, 171.89, 13677573
1440598897, 0, 1309, 12138, 11953, 2656, 88.01%, 44, 500, 5, 175.51, 13678508
1440598902, 0, 1309, 12139, 11954, 2656, 88.02%, 44, 500, 5, 180.34, 13679402
1440598908, 0, 1309, 12140, 11955, 2656, 88.02%, 44, 500, 5, 174.52, 13680321
1440599024, 0, 1309, 12141, 11956, 2656, 88.02%, 44, 500, 5, 176.53, 13701114
1440599065, 0, 1315, 12141, 11955, 2657, 88.02%, 44, 500, 5, 141.23, 13708301
1440599075, 0, 1315, 12142, 11956, 2657, 88.02%, 44, 500, 5, 115.72, 13709451
1440599080, 0, 1315, 12144, 11958, 2657, 88.03%, 44, 500, 5, 115.92, 13710032
1440599085, 0, 1315, 12145, 11959, 2657, 88.03%, 44, 500, 5, 114.13, 13710605
1440599090, 0, 1315, 12147, 11961, 2657, 88.03%, 44, 500, 5, 125.72, 13711268
1440599095, 0, 1315, 12148, 11962, 2657, 88.03%, 44, 500, 5, 117.90, 13711852
1440599100, 0, 1315, 12149, 11963, 2657, 88.03%, 44, 500, 5, 114.54, 13712422
1440599105, 0, 1315, 12150, 11964, 2657, 88.04%, 44, 500, 5, 113.68, 13712992
1440599110, 0, 1315, 12152, 11966, 2657, 88.04%, 44, 500, 5, 114.21, 13713564
1440599115, 0, 1315, 12153, 11967, 2657, 88.04%, 44, 500, 5, 114.37, 13714138
1440599130, 0, 1315, 12154, 11968, 2657, 88.04%, 44, 500, 5, 113.87, 13715860
1440599135, 0, 1315, 12155, 11969, 2657, 88.04%, 44, 500, 5, 113.88, 13716430
1440599146, 0, 1315, 12156, 11970, 2657, 88.04%, 44, 500, 5, 114.39, 13717600
1440599151, 0, 1315, 12157, 11971, 2657, 88.04%, 44, 500, 5, 114.87, 13718198
1440599156, 0, 1315, 12158, 11972, 2657, 88.05%, 44, 500, 5, 113.95, 13718790
1440599161, 0, 1315, 12159, 11973, 2657, 88.05%, 44, 500, 5, 113.05, 13719354
1440599176, 0, 1315, 12160, 11974, 2657, 88.05%, 44, 500, 5, 117.07, 13721115
1440599186, 0, 1315, 12161, 11975, 2657, 88.05%, 44, 500, 5, 114.16, 13722258
1440599217, 0, 1315, 12162, 11976, 2657, 88.05%, 44, 500, 5, 114.76, 13725833
1440599222, 0, 1315, 12163, 11977, 2657, 88.05%, 44, 500, 5, 113.51, 13726405
1440599237, 0, 1315, 12164, 11978, 2657, 88.05%, 44, 500, 5, 114.38, 13728169
1440599247, 0, 1315, 12166, 11980, 2657, 88.06%, 44, 500, 5, 158.43, 13729801
1440599252, 0, 1315, 12167, 11981, 2657, 88.06%, 44, 500, 5, 158.84, 13730631
1440599262, 0, 1315, 12168, 11982, 2657, 88.06%, 44, 500, 5, 162.86, 13732258
1440599272, 0, 1315, 12169, 11983, 2657, 88.06%, 44, 500, 5, 161.10, 13733909
1440599282, 0, 1315, 12172, 11986, 2657, 88.07%, 44, 500, 5, 158.54, 13735553
1440599308, 0, 1315, 12173, 11987, 2657, 88.07%, 44, 500, 5, 166.23, 13739769
1440599313, 0, 1315, 12174, 11988, 2657, 88.07%, 44, 500, 5, 157.30, 13740583
1440599323, 0, 1315, 12175, 11989, 2657, 88.07%, 44, 500, 5, 161.42, 13742249
1440599344, 0, 1315, 12177, 11991, 2657, 88.08%, 44, 500, 5, 162.02, 13745576
